date,QQQ,VOO
2024-10-28,109.21971103,143.56701765
2024-10-29,110.02212527,144.72251244
2024-10-30,113.00310605,145.21331407
2024-10-31,114.75910015,146.37993957
2024-11-01,113.17247845,146.68430576
2024-11-04,114.50177677,146.08515568
2024-11-05,112.65277628,146.70415373
2024-11-06,111.97156692,146.35320293
2024-11-07,111.35386965,147.12171905
2024-11-08,112.24621474,147.56427073
2024-11-11,112.62062326,146.32960698
2024-11-12,110.87529004,146.96690518
2024-11-13,111.49016726,144.85554524
2024-11-14,110.74964555,145.34010826
2024-11-15,108.98471922,146.41579496
2024-11-18,109.23370975,146.91384686
2024-11-19,111.75516303,147.38325959
2024-11-20,110.29108402,147.71536443
2024-11-21,110.30064340,147.23959808
2024-11-22,111.64165637,148.11748125
2024-11-25,112.55370244,149.43887361
2024-11-26,113.45453557,150.28351023
2024-11-27,112.98515854,150.63809599
2024-11-28,114.57458258,151.63714134
2024-11-29,113.25412071,150.46828973
2024-12-02,114.28822235,149.77993897
2024-12-03,114.49634154,151.07293241
2024-12-04,112.86300610,152.21289132
2024-12-05,112.28808366,150.05028671
2024-12-06,114.59995125,152.44652105
2024-12-09,114.93986959,152.73014456
2024-12-10,117.42723571,152.52033628
2024-12-11,120.44141749,153.86136312
2024-12-12,122.32796357,154.77967949
2024-12-13,122.91403974,153.97352762
2024-12-16,123.08442536,153.05233911
2024-12-17,122.29551646,152.06569624
2024-12-18,123.98585905,155.01860170
2024-12-19,123.46011630,155.93456319
2024-12-20,125.32639637,154.70063155
2024-12-23,126.06534895,154.53385042
2024-12-24,126.03802658,155.12099360
2024-12-25,127.01667741,154.63329045
2024-12-26,127.54012281,153.15417794
2024-12-27,127.07834817,152.49724298
2024-12-30,126.26837143,150.84493393
2024-12-31,127.25861847,152.11492448
2025-01-01,127.09910151,154.01366640
2025-01-02,125.78758333,154.07478379
2025-01-03,125.60098766,152.12245527
2025-01-06,122.94626546,150.78153580
2025-01-07,121.80284759,150.64657774
2025-01-08,118.44136512,150.40569751
2025-01-09,117.04704635,150.30799613
2025-01-10,115.67768298,149.05230226
2025-01-13,118.41587525,148.58170689
2025-01-14,119.33750417,145.52700928
2025-01-15,120.31601511,146.20775483
2025-01-16,119.56088967,148.04910098
2025-01-17,117.95176332,149.84114625
2025-01-20,118.14539475,150.15076654
2025-01-21,118.43299443,150.58876050
2025-01-22,118.00064427,150.40967179
2025-01-23,118.41614122,151.35985888
2025-01-24,116.92545549,152.47240459
2025-01-27,118.75677701,153.50962690
2025-01-28,117.28880994,153.95466571
2025-01-29,118.42920385,154.84080235
2025-01-30,119.24740975,156.20598931
2025-01-31,119.15156364,156.50574640
2025-02-03,118.38344707,156.49382042
2025-02-04,115.61703342,157.39381720
2025-02-05,115.25927222,155.51508778
2025-02-06,115.17048782,154.65462243
2025-02-07,116.64984769,155.86511822
2025-02-10,116.65568481,155.66719633
2025-02-11,114.46605913,156.11233961
2025-02-12,116.23571103,157.59038994
2025-02-13,119.10871522,158.51973998
2025-02-14,120.72970053,157.67120300
2025-02-17,119.31122659,156.75456764
2025-02-18,118.22167932,157.11747982
2025-02-19,119.47855459,155.09946428
2025-02-20,116.81058688,156.04929019
2025-02-21,116.34207090,156.54327828
2025-02-24,115.55504234,155.07937889
2025-02-25,114.61327757,154.72830522
2025-02-26,114.21249855,152.90386645
2025-02-27,115.23278713,152.22555713
2025-02-28,116.74902515,151.32956379
2025-03-03,116.34599341,149.90263706
2025-03-04,115.66626589,151.37735611
2025-03-05,117.09646247,152.85103748
2025-03-06,117.64290615,152.12758125
2025-03-07,116.42300983,151.78151937
2025-03-10,115.54134086,152.31049166
2025-03-11,116.82428422,151.15898064
2025-03-12,116.55495040,151.03840902
2025-03-13,113.44580994,151.54873489
2025-03-14,113.93024883,153.00460838
2025-03-17,113.11665410,153.95093260
2025-03-18,112.75474792,154.66016216
2025-03-19,112.95552647,154.63536696
2025-03-20,113.70169134,154.63340763
2025-03-21,113.83827250,154.17694447
2025-03-24,113.06807521,154.38956598
2025-03-25,111.61173421,153.09767399
2025-03-26,110.66409848,155.37044141
2025-03-27,110.18665478,157.46223151
2025-03-28,109.16646021,158.84727158
2025-03-31,108.67794512,156.28656574
2025-04-01,109.83348940,156.96268198
2025-04-02,110.63643911,157.57142822
2025-04-03,111.40725836,156.46348906
2025-04-04,113.12189129,154.53602273
2025-04-07,110.44083060,155.16501957
2025-04-08,111.40000187,156.46149607
2025-04-09,111.13062774,157.41334622
2025-04-10,107.02674317,156.90505455
2025-04-11,106.41573776,158.71077232
2025-04-14,104.71550416,160.47430422
2025-04-15,106.46228271,161.81119754
2025-04-16,107.92774261,162.11443424
2025-04-17,110.21701548,161.00750048
2025-04-18,110.62135672,157.95749803
2025-04-21,109.95964598,157.91445570
2025-04-22,110.37843926,155.11182846
2025-04-23,110.03668516,153.88053719
2025-04-24,109.81659726,156.95261545
2025-04-25,112.43582301,155.11532097
2025-04-28,113.54444326,153.86340354
2025-04-29,113.40056429,151.62680844
2025-04-30,112.52660598,150.97165983
2025-05-01,112.47275727,152.21892963
2025-05-02,114.45902011,151.75472202
2025-05-05,112.95920861,151.09939653
2025-05-06,112.23860430,152.41662510
2025-05-07,112.42770873,153.32007204
2025-05-08,112.89610338,151.41457232
2025-05-09,112.55454183,151.21341646
2025-05-12,114.34707135,151.59919118
2025-05-13,114.25940832,150.86149833
2025-05-14,116.94638352,150.71890677
2025-05-15,116.74470353,150.73713815
2025-05-16,116.76444559,151.40282773
2025-05-19,116.96757584,150.23440870
2025-05-20,114.97366396,151.32057738
2025-05-21,110.06823577,150.41666499
2025-05-22,111.99334096,151.92077052
2025-05-23,113.58016381,149.21112431
2025-05-26,113.29728387,148.21202660
2025-05-27,113.86278993,148.96062946
2025-05-28,113.60876877,147.31321772
2025-05-29,114.98893302,145.31064982
2025-05-30,114.86441078,143.09379850
2025-06-02,116.33013578,145.19851561
2025-06-03,116.00552804,148.00305595
2025-06-04,116.52770254,147.45515372
2025-06-05,116.78085561,148.73959131
2025-06-06,117.22805615,148.65907252
2025-06-09,116.17200096,147.73490430
2025-06-10,116.37797597,145.87251904
2025-06-11,116.18509409,145.05344939
2025-06-12,112.55609340,143.60335921
2025-06-13,110.25719099,142.24586480
2025-06-16,110.34634584,143.53581355
2025-06-17,111.22357948,143.32094665
2025-06-18,109.70945757,142.64400327
2025-06-19,105.55092330,144.29880389
2025-06-20,105.58666334,143.86204966
2025-06-23,106.49162435,143.17247349
2025-06-24,105.99970609,144.17656846
2025-06-25,104.40305191,144.16226656
2025-06-26,105.53339274,142.88565101
2025-06-27,107.48411604,142.79678838
2025-06-30,107.76583872,142.69528300
2025-07-01,106.49272271,143.53289961
2025-07-02,104.34331187,142.24953743
2025-07-03,103.17965635,141.19165123
2025-07-04,102.50515454,142.44037759
2025-07-07,100.93879373,142.67171894
2025-07-08,100.70256178,143.86008656
2025-07-09,101.03443467,143.91764270
2025-07-10,103.25494330,143.96425223
2025-07-11,104.36551483,144.23528907
2025-07-14,107.45292065,143.43991274
2025-07-15,108.90096798,144.66937485
2025-07-16,111.92007871,144.24031174
2025-07-17,112.21349644,144.83010498
2025-07-18,111.47943447,143.42522036
2025-07-21,111.44463486,142.64678703
2025-07-22,112.18776782,145.31079474
2025-07-23,112.60655001,144.16399398
2025-07-24,113.56293073,143.33276128
2025-07-25,113.78204845,144.08212160
2025-07-28,115.49266900,144.16180152
2025-07-29,112.34853278,143.21792321
2025-07-30,113.43063451,144.34618343
2025-07-31,114.37581646,144.67853146
2025-08-01,111.45774819,143.88365394
2025-08-04,110.74105087,145.79829310
2025-08-05,112.28567102,145.89725513
2025-08-06,112.37665407,146.67085727
2025-08-07,113.78857657,148.21234744
2025-08-08,113.84377790,149.66166856
2025-08-11,113.92643368,148.38900676
2025-08-12,113.72832891,147.91042086
2025-08-13,113.36297223,149.28139893
2025-08-14,113.22194974,148.46523794
2025-08-15,111.66066490,151.23586341
2025-08-18,112.37041276,150.93330605
2025-08-19,111.55376473,151.89713767
2025-08-20,111.38884281,151.87548646
2025-08-21,112.56696038,152.26861548
2025-08-22,111.60082016,153.82460839
2025-08-25,108.87743052,154.71826063
2025-08-26,107.12626338,155.50001953
2025-08-27,104.95803880,153.45589446
2025-08-28,105.03998073,154.63045419
2025-08-29,104.49785965,152.57707425
2025-09-01,105.07962746,152.95643293
2025-09-02,103.89623052,153.54293406
2025-09-03,103.39120083,152.33231592
2025-09-04,102.47965990,150.50236009
2025-09-05,103.36148772,151.38214026
2025-09-08,104.16278641,150.09535232
2025-09-09,105.52269982,151.56284937
2025-09-10,106.25498214,150.39108150
2025-09-11,107.35907075,148.34328654
2025-09-12,106.10812295,147.49560135
2025-09-15,107.71590944,146.80451206
2025-09-16,106.60253357,148.94746883
2025-09-17,106.54249715,149.89744401
2025-09-18,106.17961468,151.43684929
2025-09-19,104.90438750,149.64098317
2025-09-22,105.21092738,149.39735058
2025-09-23,106.37990845,148.92076975
2025-09-24,107.46357268,148.83752312
2025-09-25,107.03810031,148.86337017
2025-09-26,107.66825993,147.66106915
2025-09-29,105.00142889,148.25661534
2025-09-30,104.79670093,147.00617561
2025-10-01,105.49069975,145.12507465
2025-10-02,104.58552155,144.16160495
2025-10-03,106.84104996,143.74392621
2025-10-06,105.33027351,143.47355740
2025-10-07,105.84897384,142.98186100
2025-10-08,105.33937975,141.81465904
2025-10-09,104.04125600,141.00682271
2025-10-10,104.10780260,141.78379432
2025-10-13,105.77237552,141.84785435
2025-10-14,105.70937838,142.70594791
2025-10-15,106.97135243,144.14084539
2025-10-16,108.91595216,146.28800014
2025-10-17,110.59884338,145.45370711
2025-10-20,111.33963382,144.71948542
2025-10-21,114.61461722,143.46394203
2025-10-22,113.60947325,144.80917819
2025-10-23,112.99064644,145.31343818
2025-10-24,112.44094209,144.76921437
2025-10-27,112.00910779,145.31558586
2025-10-28,112.90866125,143.98054719
2025-10-29,111.38757915,143.92515562
2025-10-30,110.47904407,146.05448163
2025-10-31,110.49922331,145.36971577
2025-11-03,107.50590775,146.66043822
2025-11-04,108.24407941,148.20275642
2025-11-05,108.71155585,147.58745613
2025-11-06,109.24106298,146.09803768
2025-11-07,109.65734074,148.19827939
2025-11-10,108.18966292,148.60056904
2025-11-11,108.66317206,148.63228700
2025-11-12,107.66278317,150.54499320
2025-11-13,106.62664169,150.07953459
2025-11-14,106.52081326,151.46798272
2025-11-17,107.03104095,153.90355764
2025-11-18,108.29333647,153.59378257
2025-11-19,108.53181803,152.91679078
2025-11-20,110.19267587,152.42674404
2025-11-21,109.17257288,152.15132094
2025-11-24,109.64801950,152.65348738
2025-11-25,108.71847357,151.85844284
2025-11-26,109.88631281,152.46113111
2025-11-27,108.92739934,152.99707953
2025-11-28,109.99543363,155.11148810
2025-12-01,111.22557278,157.53808687
2025-12-02,109.22817728,159.66630084
2025-12-03,109.08953688,159.36789376
2025-12-04,110.26438961,157.29088955
2025-12-05,111.14671162,156.19496175
2025-12-08,108.85982776,155.83969515
2025-12-09,109.09759545,153.50105995
2025-12-10,110.82677066,151.84350892
2025-12-11,111.74570624,150.40624049
2025-12-12,109.20776607,149.91748533
2025-12-15,108.19172783,150.94059325
2025-12-16,106.60134226,150.30170963
2025-12-17,105.71497355,149.83877505
2025-12-18,107.18728248,151.45422551
2025-12-19,108.82603996,150.95024158
2025-12-22,108.85331333,150.89578245
2025-12-23,108.92987327,150.20069371
2025-12-24,108.55459683,149.30996809
2025-12-25,109.16463074,147.58829816
2025-12-26,110.54690796,145.59934353
2025-12-29,111.14774153,143.24892219
2025-12-30,111.48390802,142.57111268
2025-12-31,110.66993292,144.87656801
